participant_id,content_language,finished_study,study_name,aesthetics,thinking,colorage,data_bored,data_compare,data_fun,data_science,data_selfLearn,bored_median_colorage,compare_median_colorage,fun_median_colorage,science_median_colorage,selfLearn_median_colorage,data_wasBoring,wasBoring_reversed,data_wasEnjoyable,data_wasFun,data_wasInteresting,boring_lowExtreme,boring_highExtreme,enjoyable_lowExtreme,enjoyable_highExtreme,fun_lowExtreme,fun_highExtreme,interesting_lowExtreme,interesting_highExtreme,totalExtremes,variance_noReverse,std_imi,isStdImi0,variance_reverse,AttentionCheck,AttentionCheck_binary,IntrinsicMotivation,data_comments,satisficing,average_ABS_rating_diff,average_rating_diff,num_correctAns,overall_score,retake,retake 2,age,gender,ip_country,ip_city,multinational,father,mother,education,normal vision,country0,years0,country1,country2,country3,country4,country5,years1,years2,years3,years4,years5,lang0,lang1,lang2,lang3,lang4,lang5,lang6,fluency1,fluency2,fluency3,fluency4,fluency5,fluency6,urban,web_usage,profession,id,cvd,screen,normalvision,time_stamp,ctry6,user_agent,timestamp,timestamp_page_load,timestamp_motivation_1,timestamp_motivation_1_inDays,timestamp_motivation_date,timestamp_motivation_2,elapsedTime,timestamp_demographics,timestamp_lighting1,predicted_age,abs_diff_ages,diff-ages
47665,en,1,color-age,0,0,1,2,2,5,5,4,0,0,1,1,0,2,6,5,5,5,0,0,0,0,0,0,0,0,0,2.25,1.5,0,7.433333333,1,0,5.25,,not engaged,,,56,,0,first/missing,28,1,Czechia,Prague,,,,PhD,,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,6,,42744,0,0,1,04/04/2017 12:29 AM,0,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",04/04/2017 12:30 AM,04/04/2017 12:18 AM,1.49129E+12,17260.30756,01/01/1970 4:47:40 AM,1.49129E+12,431572,,04/04/2017 12:24 AM,17.14633384,10.85366616,-10.85366616
47666,en,1,color-age,0,0,1,1,5,4,5,5,0,1,0,1,1,3,5,3,4,4,0,0,0,0,0,0,0,0,0,0.333333333,0.577350269,0,4.488888889,1.333333333,0,4,,not engaged,,,55,,0,first/missing,26,1,Iran,Tehran,,,,professional school,,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,3,,42745,0,0,1,04/04/2017 12:43 AM,0,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",04/04/2017 12:44 AM,04/04/2017 12:33 AM,1.49129E+12,17260.31595,01/01/1970 4:47:40 AM,1.49129E+12,560481,,04/04/2017 12:35 AM,18.85440953,7.145590474,-7.145590474
47668,en,0,color-age,0,0,1,3,3,3,5,5,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,Czechia,Brno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/04/2017 1:16 AM,04/04/2017 1:13 AM,1.49129E+12,17260.34486,01/01/1970 4:47:40 AM,0,-1.49129E+12,,,,,
47671,en,1,color-age,0,0,1,1,5,5,5,5,0,1,1,1,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,4.266666667,0,1,4,,engaged,,,55,,0,first/missing,30,0,Czechia,Brno,,,,PhD,,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,6,,42746,0,0,0,04/04/2017 1:59 AM,0,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/04/2017 1:59 AM,04/04/2017 1:47 AM,1.4913E+12,17260.36765,01/01/1970 4:47:40 AM,1.4913E+12,621189,,04/04/2017 1:51 AM,15.07974425,14.92025575,-14.92025575
47672,en,1,color-age,0,0,1,5,4,4,4,4,1,1,0,0,0,2,6,6,5,6,0,0,0,0,0,0,0,0,0,3.583333333,1.892969449,0,8.9,0.333333333,1,5.75,,not engaged,,,60,,0,first/missing,0,0,Australia,,,,,high school,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,2,,42748,0,0,1,04/04/2017 2:36 AM,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",04/04/2017 2:36 AM,04/04/2017 2:27 AM,1.4913E+12,17260.39486,01/01/1970 4:47:40 AM,1.4913E+12,495298,,04/04/2017 2:29 AM,0,0,0
47673,en,1,color-age,0,0,1,1,5,5,5,5,0,1,1,1,1,2,6,6,5,6,0,0,0,0,0,0,0,0,0,3.583333333,1.892969449,0,8.9,0.333333333,1,5.75,,not engaged,,,56,,0,first/missing,23,0,Czechia,Brno,,,,professional school,,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,4,,42750,0,0,0,04/04/2017 2:54 AM,0,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/04/2017 2:55 AM,04/04/2017 2:44 AM,1.4913E+12,17260.40638,01/01/1970 4:47:40 AM,1.4913E+12,613858,,04/04/2017 2:46 AM,17.49344234,5.506557665,-5.506557665
47675,en,1,color-age,0,0,1,3,3,5,4,4,0,0,1,0,0,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0.333333333,0.577350269,0,3.377777778,0.666666667,1,3.5,,not engaged,,,59,,0,first/missing,0,1,United Kingdom,Wandsworth,,,,college,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,3,,42752,0,1,1,04/04/2017 3:28 AM,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/04/2017 3:28 AM,04/04/2017 3:19 AM,1.4913E+12,17260.43081,01/01/1970 4:47:40 AM,1.4913E+12,499510,,04/04/2017 3:20 AM,0,0,0
47677,en,0,color-age,0,0,1,2,4,3,4,4,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,Czechia,Brno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36",04/04/2017 4:16 AM,04/04/2017 4:16 AM,1.4913E+12,17260.47004,01/01/1970 4:47:40 AM,0,-1.4913E+12,,04/04/2017 4:17 AM,,,
47678,en,1,color-age,0,0,1,3,1,4,4,5,0,0,0,0,1,3,5,5,5,4,0,0,0,0,0,0,0,0,0,0.916666667,0.957427108,0,6.1,0.333333333,1,4.75,,not engaged,,,53,,0,first/missing,25,1,Czechia,Brno,,,,graduate school,,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,4,,42753,0,1,1,04/04/2017 5:21 AM,0,"Mozilla/5.0 (Linux; Android 6.0; HUAWEI VNS-L21 Build/HUAWEIVNS-L21; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.2924.87 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/117.0.0.18.47;]",04/04/2017 5:22 AM,04/04/2017 5:08 AM,1.49131E+12,17260.50659,01/01/1970 4:47:41 AM,1.49131E+12,771258,,04/04/2017 5:11 AM,17.14633384,7.853666158,-7.853666158
47679,en,1,color-age,0,0,1,5,5,5,4,5,1,1,1,0,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,engaged,,,57,,0,first/missing,,1,United Kingdom,Wakefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,44538,0,0,0,04/04/2017 5:40 AM,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",04/04/2017 5:40 AM,04/04/2017 5:33 AM,1.49131E+12,17260.52367,01/01/1970 4:47:41 AM,1.49131E+12,368071,,04/04/2017 5:34 AM,,,
47680,en,1,color-age,0,0,1,1,4,5,3,5,0,1,1,0,1,4,4,4,1,1,0,0,0,0,1,0,1,0,2,3,1.732050808,0,2.544444444,2,0,2.5,,not engaged,,,58,,1,retake,0,0,Czechia,?eské Bud?jovice,,,,graduate school,,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,9,,42755,0,0,0,04/04/2017 7:46 AM,0,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0,04/04/2017 7:47 AM,04/04/2017 7:32 AM,1.49132E+12,17260.60714,01/01/1970 4:47:41 AM,1.49132E+12,820544,,04/04/2017 7:36 AM,0,0,0
47681,en,1,color-age,0,0,1,1,5,5,5,5,0,1,1,1,1,2,6,7,7,6,0,0,0,1,0,1,0,0,2,5.666666667,2.380476143,0,10.4,0.666666667,1,6.5,,not engaged,,,52,,0,first/missing,27,0,Italy,Padua,,,,PhD,,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,11,,42756,0,0,1,04/04/2017 7:55 AM,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",04/04/2017 7:56 AM,04/04/2017 7:47 AM,1.49132E+12,17260.61656,01/01/1970 4:47:41 AM,1.49132E+12,500663,,04/04/2017 7:48 AM,18.85440953,8.145590474,-8.145590474
47685,en,0,color-age,0,0,1,1,,5,,5,0,,1,,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,Czechia,Brno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/04/2017 11:10 AM,04/04/2017 11:09 AM,1.49133E+12,17260.7572,01/01/1970 4:47:41 AM,0,-1.49133E+12,,04/04/2017 11:11 AM,,,
47686,en,0,color-age,0,0,1,1,1,1,2,1,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,United Kingdom,Hemel Hempstead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",04/04/2017 11:15 AM,04/04/2017 11:13 AM,1.49133E+12,17260.76064,01/01/1970 4:47:41 AM,0,-1.49133E+12,,04/04/2017 11:17 AM,,,
47687,en,1,color-age,0,0,1,5,5,5,5,5,1,1,1,1,1,1,7,7,7,7,1,0,0,1,0,1,0,1,4,9,3,0,11.43333333,0,1,7,,not engaged,,,54,,0,first/missing,42,0,Serbia,Belgrade,,,,professional school,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,11,,42758,0,1,0,04/04/2017 11:29 AM,0,"Mozilla/5.0 (Linux; Android 6.0.1; SM-A510F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",04/04/2017 11:30 AM,04/04/2017 11:22 AM,1.49133E+12,17260.76623,01/01/1970 4:47:41 AM,1.49133E+12,435914,,04/04/2017 11:23 AM,15.58440914,26.41559086,-26.41559086
47689,en,0,color-age,0,0,1,5,1,5,3,1,1,0,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,United States,Deltona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",04/04/2017 12:41 PM,04/04/2017 12:40 PM,1.49133E+12,17260.82014,01/01/1970 4:47:41 AM,0,-1.49133E+12,,,,,
47692,en,1,color-age,0,0,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,56,,0,first/missing,15,0,United Kingdom,Belfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,42759,0,0,0,04/04/2017 3:43 PM,0,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) GSA/24.1.151204851 Mobile/14A456 Safari/602.1",04/04/2017 3:43 PM,04/04/2017 3:34 PM,1.49135E+12,17260.94086,01/01/1970 4:47:41 AM,1.49135E+12,531170,,04/04/2017 3:35 PM,18.23176741,3.231767414,3.231767414
47693,en,1,color-age,0,0,1,1,5,4,4,5,0,1,0,0,1,5,3,2,2,3,0,0,0,0,0,0,0,0,0,2,1.414213562,0,1.777777778,0.666666667,1,2.5,,engaged,,,55,,0,first/missing,22,0,Finland,Helsinki,,,,high school,,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,9,,42760,0,0,0,04/04/2017 4:16 PM,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/04/2017 4:18 PM,04/04/2017 4:04 PM,1.49135E+12,17260.96287,01/01/1970 4:47:41 AM,1.49135E+12,693259,,04/04/2017 4:10 PM,18.7391577,3.260842304,-3.260842304
47694,en,1,color-age,0,0,1,4,1,4,4,2,1,0,0,0,0,3,5,5,2,6,0,0,0,0,0,0,0,0,0,3.333333333,1.825741858,0,6.4,0.666666667,1,4.5,,not engaged,,,59,,0,first/missing,0,1,United States,Santa Clara,,,,high school,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,8,,42762,0,1,1,04/04/2017 5:28 PM,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36",04/04/2017 5:29 PM,04/04/2017 5:21 PM,1.49135E+12,17261.01531,01/01/1970 4:47:41 AM,1.49135E+12,439735,,04/04/2017 5:23 PM,0,0,0
47695,en,1,color-age,0,0,1,4,2,4,4,5,1,0,0,0,1,4,4,1,1,1,0,0,1,0,1,0,1,0,3,2.25,1.5,0,1.433333333,3,0,1.75,,not engaged,,,56,,0,first/missing,0,1,United States,Buffalo,,,,graduate school,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,6,,42764,0,0,0,04/04/2017 7:03 PM,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36",04/04/2017 7:03 PM,04/04/2017 6:57 PM,1.49136E+12,17261.08194,01/01/1970 4:47:41 AM,1.49136E+12,341673,,04/04/2017 6:58 PM,0,0,0
47696,en,1,color-age,0,0,1,4,3,4,3,4,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,55,,0,first/missing,21,1,Canada,Surrey,,,,college,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,2,,42765,0,0,1,04/04/2017 7:05 PM,0,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/04/2017 7:05 PM,04/04/2017 7:00 PM,1.49136E+12,17261.08409,01/01/1970 4:47:41 AM,1.49136E+12,261680,,04/04/2017 7:01 PM,15.57340694,5.426593057,-5.426593057
47697,en,1,color-age,0,0,1,3,3,5,5,5,0,0,1,1,1,2,6,7,5,5,0,0,0,1,0,0,0,0,1,4.25,2.061552813,0,8.711111111,0.333333333,1,5.75,,not engaged,,,66,,0,first/missing,33,0,United States,Los Osos,,,,PhD,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,8,,42766,0,1,0,04/04/2017 8:39 PM,0,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/57.0.2987.137 Mobile/14D27 Safari/602.1",04/04/2017 8:39 PM,04/04/2017 8:29 PM,1.49136E+12,17261.14583,01/01/1970 4:47:41 AM,1.49136E+12,578450,,04/04/2017 8:30 PM,13.53090145,19.46909855,-19.46909855
47698,en,1,color-age,0,0,1,3,1,4,3,5,0,0,0,0,1,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0.25,0.5,0,4.9,1,0,4.25,,not engaged,,,64,,0,first/missing,22,1,United States,Oklahoma City,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,2,,42767,0,0,1,04/04/2017 9:16 PM,0,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/04/2017 9:16 PM,04/04/2017 9:09 PM,1.49137E+12,17261.17371,01/01/1970 4:47:41 AM,1.49137E+12,407330,,04/04/2017 9:10 PM,15.07974425,6.92025575,-6.92025575
47699,en,1,color-age,0,0,1,1,5,4,5,5,0,1,0,1,1,1,7,5,5,5,1,0,0,0,0,0,0,0,1,4,2,0,8.011111111,2,0,5.5,,not engaged,,,55,,0,first/missing,0,0,Canada,Beaumont,,,,pre-high school,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,2,,42769,0,0,1,04/04/2017 9:21 PM,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",04/04/2017 9:22 PM,04/04/2017 9:14 PM,1.49137E+12,17261.17719,01/01/1970 4:47:41 AM,1.49137E+12,414572,,04/04/2017 9:15 PM,0,0,0
47701,en,1,color-age,0,0,1,5,5,5,4,5,1,1,1,0,1,1,7,7,7,7,1,0,0,1,0,1,0,1,4,9,3,0,11.43333333,0,1,7,,not engaged,,,59,,0,first/missing,31,0,United States,Detroit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,42771,0,0,0,04/05/2017 5:50 AM,0,Mozilla/5.0 (Windows Phone 8.1; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 635) like Gecko,04/05/2017 5:50 AM,04/05/2017 5:40 AM,1.4914E+12,17261.52912,01/01/1970 4:47:42 AM,1.4914E+12,530098,,04/05/2017 5:43 AM,13.53090145,17.46909855,-17.46909855
47702,en,0,color-age,0,0,1,4,4,5,4,3,1,1,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,Thailand,Bangkok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,04/05/2017 8:28 AM,04/05/2017 8:26 AM,1.49141E+12,17261.64496,01/01/1970 4:47:42 AM,0,-1.49141E+12,,04/05/2017 9:12 AM,,,
47703,en,0,color-age,0,0,1,3,3,4,3,3,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,Thailand,Bangkok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/05/2017 9:12 AM,04/05/2017 9:12 AM,1.49141E+12,17261.67559,01/01/1970 4:47:42 AM,0,-1.49141E+12,,04/05/2017 9:13 AM,,,
47704,en,1,color-age,0,0,1,5,3,4,3,5,1,0,0,0,1,3,5,4,5,5,0,0,0,0,0,0,0,0,0,0.916666667,0.957427108,0,6.1,0.333333333,1,4.75,,not engaged,,,59,,0,first/missing,21,1,Thailand,Bangkok,,,,college,,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,10,,42773,0,0,1,04/05/2017 9:23 AM,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",04/05/2017 9:25 AM,04/05/2017 9:14 AM,1.49141E+12,17261.67676,01/01/1970 4:47:42 AM,1.49141E+12,632819,,04/05/2017 9:15 AM,14.02150607,6.978493928,-6.978493928
47705,en,1,color-age,0,0,1,3,3,3,3,3,0,0,0,0,0,2,6,4,4,4,0,0,0,0,0,0,0,0,0,1,1,0,5.733333333,2,0,4.5,,not engaged,,,55,,0,first/missing,21,0,Thailand,Bangkok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,42772,0,0,0,04/05/2017 9:23 AM,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/05/2017 9:23 AM,04/05/2017 9:15 AM,1.49141E+12,17261.67758,01/01/1970 4:47:42 AM,1.49141E+12,493617,,04/05/2017 9:16 AM,17.21034133,3.789658667,-3.789658667
47706,en,1,color-age,0,0,1,4,4,4,4,3,1,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,4.266666667,0,1,4,,not engaged,,,112,,0,first/missing,0,1,Thailand,Bangkok,,,,college,,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,2,,42775,0,0,0,04/05/2017 9:27 AM,0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,04/05/2017 9:27 AM,04/05/2017 9:17 AM,1.49141E+12,17261.67861,01/01/1970 4:47:42 AM,1.49141E+12,615701,,04/05/2017 9:17 AM,0,0,0
47707,en,1,color-age,0,0,1,5,5,5,5,5,1,1,1,1,1,2,6,6,6,6,0,0,0,0,0,0,0,0,0,4,2,0,9.6,0,1,6,,not engaged,,,59,,1,retake,0,1,Greece,Athens,,,,college,,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,4,,42777,0,1,1,04/05/2017 9:37 AM,0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,04/05/2017 9:38 AM,04/05/2017 9:27 AM,1.49141E+12,17261.68608,01/01/1970 4:47:42 AM,1.49141E+12,606800,,04/05/2017 9:29 AM,0,0,0
47708,en,0,color-age,0,0,1,3,3,3,3,3,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,Thailand,Bangkok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/05/2017 9:29 AM,04/05/2017 9:29 AM,1.49141E+12,17261.68726,01/01/1970 4:47:42 AM,0,-1.49141E+12,,04/05/2017 9:29 AM,,,
47709,en,1,color-age,0,0,1,5,5,5,5,5,1,1,1,1,1,4,4,4,3,1,0,0,0,0,0,0,1,0,1,2,1.414213562,0,3.066666667,1.333333333,0,3,,not engaged,,,51,,0,first/missing,0,0,Greece,Athens,,,,pre-high school,,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,4,,42779,0,1,0,04/05/2017 10:50 AM,0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,04/05/2017 10:51 AM,04/05/2017 10:40 AM,1.49141E+12,17261.73685,01/01/1970 4:47:42 AM,1.49141E+12,607185,,04/05/2017 10:42 AM,0,0,0
47710,en,1,color-age,0,0,1,1,1,5,5,3,0,0,1,1,0,7,1,3,3,3,0,1,0,0,0,0,0,0,1,4,2,0,1.877777778,2,0,2.5,,not engaged,,,56,,0,first/missing,,0,United States,Iowa City,,,,graduate school,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,11,,44556,0,0,0,04/05/2017 11:12 AM,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,04/05/2017 11:13 AM,04/05/2017 11:05 AM,1.49142E+12,17261.75425,01/01/1970 4:47:42 AM,1.49142E+12,449134,,04/05/2017 11:07 AM,,,
47711,en,0,color-age,0,0,1,1,1,5,1,5,0,0,1,0,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,United States,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (iPad; CPU OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",04/05/2017 11:10 AM,04/05/2017 11:10 AM,1.49142E+12,17261.75726,01/01/1970 4:47:42 AM,0,-1.49142E+12,,04/05/2017 11:10 AM,,,
47712,en,0,color-age,0,0,1,5,5,1,4,1,1,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,United Kingdom,Streatham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",04/05/2017 11:16 AM,04/05/2017 11:15 AM,1.49142E+12,17261.76135,01/01/1970 4:47:42 AM,0,-1.49142E+12,,04/05/2017 11:18 AM,,,
47713,en,1,color-age,0,0,1,5,5,5,5,5,1,1,1,1,1,1,7,7,5,5,1,0,0,1,0,0,0,0,2,6.333333333,2.516611478,0,9.155555556,1.333333333,0,6,,not engaged,,,59,,0,first/missing,,1,Canada,Minden,,,,high school,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,4,,44557,0,0,1,04/05/2017 11:43 AM,0,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36",04/05/2017 11:44 AM,04/05/2017 11:37 AM,1.49142E+12,17261.7763,01/01/1970 4:47:42 AM,1.49142E+12,371807,,04/05/2017 11:38 AM,,,
47714,en,0,color-age,0,0,1,5,5,5,3,3,1,1,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,United Kingdom,Bridgend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",04/05/2017 11:41 AM,04/05/2017 11:41 AM,1.49142E+12,17261.77871,01/01/1970 4:47:42 AM,0,-1.49142E+12,,04/05/2017 11:42 AM,,,
47716,en,0,color-age,0,0,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,not engaged,,,9999,,,first/missing,,,Poland,Wroc?aw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,04/05/2017 2:42 PM,04/05/2017 2:42 PM,1.49143E+12,17261.90517,01/01/1970 4:47:42 AM,0,-1.49143E+12,,04/05/2017 2:42 PM,,,
